"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Transcript.ID"
"YER054C"	99.5428147861982	0.655201171773245	0.182133774830774	3.59736228155384	0.000321460601625999	0.00830043949619139	"YER054C"
"YER114C"	745.242174597265	0.142311967057022	0.141748392299624	1.00397588112469	0.315390239164018	0.421758857593093	"YER114C"
"YER169W"	498.628890866323	0.263635668438354	0.132897372700781	1.98375380250692	0.0472832924773834	0.171806358251655	"YER169W"
"YEL077C"	116.170539449884	0.443540267243858	0.175151424981052	2.53232462877103	0.0113309034008841	0.0862094056748199	"YEL077C"
"YEL077W-A"	1.22463767226912	0.608132051212851	1.39166219915475	0.436982517440086	0.662124026844483	NA	"YEL077W-A"
"YEL076C-A"	0.0541760673548423	1.17757550540474	6.00631008342226	0.196056395532244	0.844566025173125	NA	"YEL076C-A"
"YEL076C"	0.0538902740329274	-0.745983184273833	6.00631008342226	-0.124199912077931	0.901156991852071	NA	"YEL076C"
"YEL075W-A"	0.108241170703303	0	5.98429105806997	0	1	NA	"YEL075W-A"
"YEL075C"	3.60349812424933	1.21386858618155	0.817858832932788	1.4842030645175	0.137755057055995	NA	"YEL075C"
"YEL074W"	8.38304529726084	0.438360665049513	0.591372099004012	0.74126030935142	0.458535622322227	0.54652310430788	"YEL074W"
"YEL073C"	54.7153267262926	-0.015442095234167	0.251964029921104	-0.0612869036862218	0.951130720540324	0.963109277804432	"YEL073C"
"YEL072W"	141.90981585561	0.194763405938556	0.200065166907299	0.973499829826951	0.330304944747204	0.433956411718359	"YEL072W"
"YEL071W"	4433.59419553785	0.156459991105277	0.138550645670835	1.12926208569963	0.258787289886685	0.372943886821868	"YEL071W"
"YEL070W"	12.6155017556443	0.11659699356662	0.419809934896662	0.277737575684866	0.781213813712376	0.822113573455907	"YEL070W"
"YEL069C"	1.6796083642093	0.809003003999266	1.52329201004167	0.531088588836709	0.595357391403278	NA	"YEL069C"
"YEL068C"	76.244542790283	0.330381129747559	0.211398782697628	1.56283364327654	0.118091728701832	0.249957227588632	"YEL068C"
"YEL067C"	35.8569877194757	0.93099974022074	0.270734113396641	3.43879730758854	0.000584304543697633	0.0130931828136769	"YEL067C"
"YEL066W"	137.119175349332	0.454749434749873	0.204221792975868	2.22674293533212	0.0259644591545228	0.130630701291282	"YEL066W"
"YEL065W"	1430.03602336699	0.099750849585807	0.150525335814058	0.662684783570441	0.507532457223344	0.588209288261449	"YEL065W"
"YEL064C"	359.744156858907	0.315058891655009	0.153679013129564	2.05011006538277	0.0403536913986623	0.161666103464952	"YEL064C"
"YEL063C"	891.235246957299	0.108215330701079	0.128934796513958	0.839302760984024	0.401299434278227	0.497883074375623	"YEL063C"
"YEL062W"	383.910217629117	0.299251580752929	0.130071915928256	2.30066251132941	0.0214107146613898	0.119294155124914	"YEL062W"
"YEL061C"	579.551954500429	0.0354818161987965	0.139955868086581	0.253521461328412	0.79986527900449	0.838085086001265	"YEL061C"
"YEL060C"	1936.29168723643	0.00626102860353547	0.144058479894362	0.0434617150488237	0.965333482636842	0.974762869524625	"YEL060C"
"YEL059C-A"	75.1086764473556	0.228471613053824	0.22724339301987	1.00540486575927	0.314701937848801	0.421314837799968	"YEL059C-A"
"YEL059W"	5.0953302503954	0.604375239223299	0.690629287435241	0.875108035843281	0.381515125101147	NA	"YEL059W"
"YEL058W"	1693.02097398382	0.179095120467064	0.155829978670051	1.14929824155514	0.250433022942144	0.36508606643467	"YEL058W"
"YEL057C"	64.0598232008675	0.766751538455023	0.231490014202386	3.3122445523057	0.000925506040661731	0.0184750154116923	"YEL057C"
"YEL056W"	804.242752920121	0.14243647181763	0.142475568155261	0.999725592688366	0.317443323155176	0.422989634926065	"YEL056W"
"YEL055C"	1581.31495857856	0.202322594599228	0.146902657510536	1.37725619146622	0.168433054449996	0.294620902702201	"YEL055C"
"YEL054C"	2364.29817736001	-0.0210427439297919	0.14979133553342	-0.140480381290792	0.888280452235156	0.911424235730117	"YEL054C"
"YEL053W-A"	3.18414520493771	0.20452478757293	1.16054526170399	0.176231633803436	0.860111969515578	NA	"YEL053W-A"
"YEL053C"	882.746116094369	0.231008360004362	0.132774169750536	1.73985919428753	0.08188374536309	0.212758079850506	"YEL053C"
"YEL052W"	721.748794177111	0.266802089529618	0.13629038571047	1.95760022351394	0.0502769411217935	0.175583998345191	"YEL052W"
"YEL051W"	1097.63927005697	0.243260577740882	0.142385006914682	1.70847045634971	0.0875490837085747	0.219308371089978	"YEL051W"
"YEL050W-A"	1.7213869569607	1.00422380247438	1.22674202273081	0.818610420012279	0.413008720043503	NA	"YEL050W-A"
"YEL050C"	1067.69187432661	0.134056735830593	0.158096260393257	0.84794374956835	0.396469298166492	0.494220664747162	"YEL050C"
"YEL049W"	14.5998281761327	0.285566137467975	0.402684130178792	0.709156671610534	0.478227257996673	0.563316109062989	"YEL049W"
"YEL048C"	94.0013961814945	0.499904923705601	0.225995302164685	2.2120146698506	0.0269656513275302	0.133021052267948	"YEL048C"
"YEL047C"	1412.59853434437	0.658237511186273	0.139031998577336	4.73443177054045	2.19669650370881e-06	0.000113541750535449	"YEL047C"
"YEL046C"	5277.4469500177	-0.752111827557954	0.129368845237027	-5.81370132955851	6.11063994569472e-09	5.05349923508954e-07	"YEL046C"
"YEL045C"	35.2616432948684	-0.731507656867965	0.308348275156381	-2.37234230188891	0.0176757067392634	0.109438145789942	"YEL045C"
"YEL044W"	263.709776084964	0.0596167165067045	0.169295495731569	0.352145910610826	0.724728839033321	0.777944603961412	"YEL044W"
"YEL043W"	874.746996066169	0.278213034015347	0.133474453710251	2.08439162912251	0.0371245586408573	0.155878040621326	"YEL043W"
"YEL042W"	1229.57697365462	0.182239787043065	0.138306254551852	1.31765398198056	0.187619505936131	0.310766615125683	"YEL042W"
"YEL041W"	126.811196601265	0.436219561511046	0.172810770942439	2.52426141687862	0.0115941674991056	0.0866046911642867	"YEL041W"
"YEL040W"	4664.48291216245	-0.509369667317509	0.142994519025091	-3.56216217789529	0.000367813044074545	0.00917788669029112	"YEL040W"
"YEL039C"	278.790894432441	0.412172979022226	0.173543763365139	2.37503769095411	0.0175471583004333	0.108991952147219	"YEL039C"
"YEL038W"	252.874741277794	0.179473315729467	0.160155127213515	1.12062173001927	0.262448911356529	0.375882421534623	"YEL038W"
"YEL037C"	1511.12062451884	0.336823588110244	0.15439713417457	2.18154041466477	0.0291434686033789	0.137611370101925	"YEL037C"
"YEL036C"	1356.15705132534	0.151313721085258	0.144603041230422	1.04640759833082	0.295372886126283	0.40528447594671	"YEL036C"
"YEL035C"	1.62664127361862	2.06939149434695	1.76459934612688	1.17272597821656	0.240905710265123	NA	"YEL035C"
"YEL034C-A"	10.4979408612387	-0.516886578280848	0.589034187028373	-0.877515413644319	0.380206750534947	0.479315522396953	"YEL034C-A"
"YEL034W"	8227.79932623545	-1.18662693410635	0.145641441309005	-8.14759125864937	3.71244710243236e-16	9.34406794607867e-14	"YEL034W"
"YEL033W"	564.262284545027	-1.29975778374561	0.168089396443504	-7.73253882306891	1.05422654232239e-14	2.03430581783477e-12	"YEL033W"
"YEL032W"	1252.21188403887	0.389973259818445	0.146795442289294	2.65657607441186	0.00789386383033576	0.0718515372858706	"YEL032W"
"YEL032C-A"	0.326271139325018	-0.745992770735823	3.22106683059275	-0.231598041881839	0.816850228519195	NA	"YEL032C-A"
"YEL031W"	2598.944455106	0.278201485083641	0.140502251331678	1.98005001661434	0.0476979087802191	0.172136696615244	"YEL031W"
"YEL030C-A"	3.85434323568976	0.626557172828737	0.798530371308285	0.784637873951127	0.43266591748225	NA	"YEL030C-A"
"YEL030W"	180.12499105228	0.268207908249338	0.175663023643996	1.52683190056489	0.126802816882281	0.256596307762622	"YEL030W"
"YEL029C"	776.069405638043	0.355726803703389	0.155521680417008	2.28731327201173	0.0221775443700385	0.120830419806884	"YEL029C"
"YEL028W"	60.3283551255592	0.358474269011154	0.239062165700406	1.49950230711285	0.13374337063853	0.263347065519201	"YEL028W"
"YEL027W"	2924.75927249612	0.0816042355414798	0.139841600424274	0.58354763742617	0.55952469806487	0.634990879650565	"YEL027W"
"YEL026W"	1463.57518676283	0.0296093905892183	0.16358612195913	0.181001849268215	0.856366124484489	0.885742986357103	"YEL026W"
"YEL025C"	728.447276037141	0.482878546154291	0.134152382471055	3.59947797616252	0.000318856635745042	0.00827740387591054	"YEL025C"
"YEL024W"	1422.06107042029	0.191242365322973	0.140531067101079	1.36085471538773	0.173559606741506	0.29938515000792	"YEL024W"
"YEL023C"	146.886835347361	0.382895604570409	0.165389157227292	2.31511914680236	0.0206064124591664	0.117643512550408	"YEL023C"
"YEL022W"	1264.96116182381	0.308794937189248	0.154667368711487	1.99650992812367	0.0458784461854351	0.169381584800691	"YEL022W"
"YEL021W"	935.314113842067	0.227721314704121	0.144260409900991	1.578543377635	0.11444083101956	0.246677287739987	"YEL021W"
"YEL020C-B"	3.94572752786642	1.11000573998237	0.801048418921656	1.3856911938939	0.165841218300483	NA	"YEL020C-B"
"YEL020W-A"	593.479545913841	0.219172630340333	0.178451022999829	1.2281948663334	0.219373825386081	0.337945968357773	"YEL020W-A"
"YEL020C"	192.809484064383	0.253588986194427	0.153594371396988	1.65103046347309	0.0987323546387155	0.231070918009689	"YEL020C"
"YEL019C"	86.7432825721077	0.139578690492533	0.196219138411071	0.711340859117022	0.476873037779334	0.562498859502852	"YEL019C"
"YEL018C-A"	3.66212610297767	-0.0946477794990157	0.915736820401405	-0.103356966095922	0.917679665247718	NA	"YEL018C-A"
"YEL018W"	299.865571506581	0.149141825802074	0.153984201651834	0.968552774909285	0.332768375473482	0.435934855310249	"YEL018W"
"YEL017C-A"	736.599926064773	-0.183482384096466	0.150699664178978	-1.21753678149245	0.223400050837931	0.342133040820313	"YEL017C-A"
"YEL017W"	311.393780498299	0.0886937850321282	0.152867563025622	0.580200163309088	0.561779643526454	0.636925647546934	"YEL017W"
"YEL016C"	302.01910463902	0.13237025622782	0.170344906012978	0.777071996609842	0.437116294500549	0.527180464346599	"YEL016C"
"YEL015W"	1196.16720368312	0.194539903670304	0.133429533202205	1.45799733388477	0.144841277895274	0.274015084227366	"YEL015W"
"YEL014C"	0.80394414004604	0	2.09815276893484	0	1	NA	"YEL014C"
