"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Transcript.ID"
"YAL012W"	1666.15055133296	0.0265412274724988	0.167393874331212	0.158555547976525	0.874019053220558	0.922139772056997	"YAL012W"
"YAL069W"	0.0538366371292021	0	7.0664099430139	0	1	NA	"YAL069W"
"YAL068W-A"	0	NA	NA	NA	NA	NA	"YAL068W-A"
"YAL068C"	3.08393106990771	0.665228832818175	1.01816981655015	0.653357447849085	0.513525864700074	NA	"YAL068C"
"YAL067W-A"	0	NA	NA	NA	NA	NA	"YAL067W-A"
"YAL067C"	316.410453944092	-0.0352976388286622	0.171312716501708	-0.206042140650489	0.83675799397902	0.897359695516519	"YAL067C"
"YAL066W"	2.35635682233245	-1.17535982958319	1.12385173674534	-1.04583175089182	0.295638719108351	NA	"YAL066W"
"YAL065C"	2.37077469553472	0.336189230631408	0.966672851804404	0.347779737481892	0.728005608021962	NA	"YAL065C"
"YAL064W-B"	46.4212539889266	0.551913627995234	0.289360402596606	1.90735713332778	0.0564743563893557	0.200020796657069	"YAL064W-B"
"YAL064C-A"	5.83693890947348	0.658910792925955	0.626430491429551	1.05184980926181	0.292868462415575	0.48965649227569	"YAL064C-A"
"YAL064W"	3.23783675890379	0.910782912806533	0.764885748505607	1.1907437347159	0.233754203157511	NA	"YAL064W"
"YAL063C-A"	21.2008086505086	0.121159033472781	0.412622737318128	0.29363150043612	0.769039502441959	0.854059341954213	"YAL063C-A"
"YAL063C"	58.8946353797792	0.0985936577525148	0.23992448790751	0.410936201687435	0.68111931621001	0.793991283194625	"YAL063C"
"YAL062W"	44.1123550400142	0.592451197604868	0.275524693213669	2.15026533808868	0.0315342325030642	0.151673991737398	"YAL062W"
"YAL061W"	72.4938014945117	0.832987165800586	0.253003460722228	3.29239435469668	0.000993382115803409	0.0243132325285272	"YAL061W"
"YAL060W"	370.967935509834	0.193419809464638	0.181267049767745	1.06704340205495	0.285952237544172	0.483486520031442	"YAL060W"
"YAL059C-A"	2.63167759395148	-0.722641639238964	1.02651621201082	-0.703974891758797	0.481448410072723	NA	"YAL059C-A"
"YAL059W"	481.799808710469	-0.185688989263905	0.168996751228219	-1.09877253801847	0.271867293503466	0.470976887809602	"YAL059W"
"YAL058W"	318.539130504374	0.249607896897482	0.165487143197683	1.50832198849014	0.131472138203686	0.309992659332857	"YAL058W"
"YAL056C-A"	2.03216403080768	-1.5997318278065	1.18525836523589	-1.34969039217717	0.177115315496419	NA	"YAL056C-A"
"YAL056W"	1160.36983315257	0.225712669528349	0.143614297929643	1.57165876087718	0.116029710995195	0.290098766662955	"YAL056W"
"YAL055W"	122.542026032332	0.338532638335732	0.207442459356719	1.631935137028	0.102693151034968	0.271540863205409	"YAL055W"
"YAL054C"	95.239668232975	0.340996073755727	0.21198023488457	1.6086220205455	0.107699016195676	0.27815354478026	"YAL054C"
"YAL053W"	1577.7146166351	0.398076286101643	0.155313161149921	2.56305572016133	0.0103755395684029	0.0871178783350516	"YAL053W"
