gene_id	gene_name	class	Huisinga_class
YKL095W	YJU2	TFIID	TFIID-dominated
YPL206C	PGC1	TFIID	TFIID-dominated
YCR030C	SYP1	TFIID	no call
YDR084C	TVP23	TFIID	TFIID-dominated
YLL036C	PRP19	TFIID	TFIID-dominated
YOR006C	TSR3	TFIID	TFIID-dominated
YHR169W	DBP8	TFIID	TFIID-dominated
YHR161C	YAP1801	TFIID	TFIID-dominated
YHL009C	YAP3	TFIID	TFIID-dominated
YJR043C	POL32	TFIID	TFIID-dominated
YOL093W	TRM10	TFIID	TFIID-dominated
YNR029C	YNR029C	TFIID	TFIID-dominated
YKL114C	APN1	TFIID	TFIID-dominated
YDR061W	YDR061W	TFIID	TFIID-dominated
YIL135C	VHS2	TFIID	TFIID-dominated
YML019W	OST6	TFIID	TFIID-dominated
YOR287C	RRP36	TFIID	TFIID-dominated
YBR074W	PFF1	TFIID	TFIID-dominated
YGL061C	DUO1	TFIID	TFIID-dominated
YNL208W	YNL208W	CR	SAGA-dominated
YDR425W	SNX41	TFIID	TFIID-dominated
YLR405W	DUS4	TFIID	TFIID-dominated
YBR061C	TRM7	TFIID	TFIID-dominated
YKL203C	TOR2	TFIID	TFIID-dominated
YOR118W	RTC5	TFIID	TFIID-dominated
YLR189C	ATG26	TFIID	TFIID-dominated
YDR462W	MRPL28	TFIID	TFIID-dominated
YOL070C	NBA1	TFIID	TFIID-dominated
YMR223W	UBP8	TFIID	TFIID-dominated
YIL014W	MNT3	TFIID	TFIID-dominated
YJL164C	TPK1	TFIID	TFIID-dominated
YER057C	HMF1	TFIID	TFIID-dominated
YBR153W	RIB7	TFIID	TFIID-dominated
YER017C	AFG3	TFIID	TFIID-dominated
YOR070C	GYP1	TFIID	TFIID-dominated
YDL010W	GRX6	TFIID	TFIID-dominated
YGL116W	CDC20	CR	TFIID-dominated
YHR051W	COX6	TFIID	TFIID-dominated
YMR110C	HFD1	TFIID	TFIID-dominated
YOR073W	SGO1	TFIID	TFIID-dominated
YOR359W	VTS1	TFIID	TFIID-dominated
YNL292W	PUS4	TFIID	TFIID-dominated
YDR178W	SDH4	TFIID	TFIID-dominated
YJL094C	KHA1	TFIID	TFIID-dominated
YOL094C	RFC4	TFIID	TFIID-dominated
YPL026C	SKS1	CR	SAGA-dominated
YPL069C	BTS1	TFIID	TFIID-dominated
YLR319C	BUD6	TFIID	TFIID-dominated
YBL039W-B	YBL039W-B	TFIID	
YDR111C	ALT2	TFIID	no call
YBL086C	YBL086C	TFIID	TFIID-dominated
YJL155C	FBP26	TFIID	TFIID-dominated
YFR038W	IRC5	TFIID	TFIID-dominated
YPL157W	TGS1	TFIID	TFIID-dominated
YOR017W	PET127	TFIID	TFIID-dominated
YGL002W	ERP6	TFIID	TFIID-dominated
YLL038C	ENT4	TFIID	TFIID-dominated
YPL047W	SGF11	TFIID	TFIID-dominated
YAL042W	ERV46	TFIID	TFIID-dominated
YDL045C	FAD1	TFIID	TFIID-dominated
YKR023W	YKR023W	TFIID	TFIID-dominated
YLR092W	SUL2	TFIID	TFIID-dominated
YEL024W	RIP1	TFIID	TFIID-dominated
YHR186C	KOG1	TFIID	SAGA-dominated
YGL044C	RNA15	TFIID	TFIID-dominated
YGL006W	PMC1	TFIID	SAGA-dominated
YJR138W	IML1	TFIID	TFIID-dominated
YPL270W	MDL2	TFIID	TFIID-dominated
YOR337W	TEA1	TFIID	SAGA-dominated
YNL094W	APP1	TFIID	TFIID-dominated
YNL082W	PMS1	TFIID	TFIID-dominated
YOR140W	SFL1	TFIID	no call
YBR041W	FAT1	TFIID	TFIID-dominated
YAL031C	GIP4	TFIID	SAGA-dominated
YJR072C	NPA3	TFIID	TFIID-dominated
YJR080C	AIM24	TFIID	TFIID-dominated
YDL113C	ATG20	TFIID	SAGA-dominated
YER027C	GAL83	TFIID	TFIID-dominated
YGL019W	CKB1	TFIID	TFIID-dominated
YER016W	BIM1	TFIID	TFIID-dominated
YKR054C	DYN1	TFIID	TFIID-dominated
YLR024C	UBR2	TFIID	TFIID-dominated
YGR036C	CAX4	TFIID	TFIID-dominated
YOR060C	SLD7	TFIID	TFIID-dominated
YBL087C	RPL23A	TFIID	TFIID-dominated
YLR085C	ARP6	TFIID	TFIID-dominated
YDL234C	GYP7	TFIID	SAGA-dominated
YMR273C	ZDS1	TFIID	no call
YOL056W	GPM3	TFIID	TFIID-dominated
YDR123C	INO2	TFIID	TFIID-dominated
YGR276C	RNH70	TFIID	TFIID-dominated
YBR210W	ERV15	TFIID	TFIID-dominated
YKL193C	SDS22	TFIID	TFIID-dominated
YNR023W	SNF12	TFIID	TFIID-dominated
YDL036C	PUS9	TFIID	TFIID-dominated
YLR427W	MAG2	TFIID	TFIID-dominated
YBR060C	ORC2	TFIID	TFIID-dominated
YDR322W	MRPL35	TFIID	TFIID-dominated
YER107C	GLE2	TFIID	TFIID-dominated
YPL166W	ATG29	TFIID	SAGA-dominated
YGL169W	SUA5	TFIID	TFIID-dominated
YOR026W	BUB3	CR	TFIID-dominated
YKR069W	MET1	TFIID	TFIID-dominated
YOR166C	SWT1	TFIID	TFIID-dominated
YDR115W	YDR115W	TFIID	TFIID-dominated
YGR013W	SNU71	TFIID	TFIID-dominated
YOL011W	PLB3	CR	SAGA-dominated
YNL215W	IES2	TFIID	TFIID-dominated
YER088C	DOT6	TFIID	TFIID-dominated
YGL035C	MIG1	TFIID	TFIID-dominated
YER075C	PTP3	TFIID	TFIID-dominated
YDR484W	VPS52	TFIID	TFIID-dominated
YIR024C	INA22	TFIID	TFIID-dominated
YGL241W	KAP114	TFIID	TFIID-dominated
YBR103W	SIF2	TFIID	TFIID-dominated
YBL057C	PTH2	TFIID	TFIID-dominated
YHL025W	SNF6	TFIID	TFIID-dominated
YGR227W	DIE2	TFIID	TFIID-dominated
YMR301C	ATM1	TFIID	TFIID-dominated
YJL186W	MNN5	TFIID	SAGA/TFIID
YPR122W	AXL1	CR	TFIID-dominated
YLR440C	SEC39	TFIID	TFIID-dominated
YGR003W	CUL3	TFIID	TFIID-dominated
YPL052W	OAZ1	TFIID	TFIID-dominated
YJL047C	RTT101	TFIID	TFIID-dominated
YER093C	TSC11	TFIID	TFIID-dominated
YIL104C	SHQ1	TFIID	SAGA-dominated
YPL096W	PNG1	TFIID	TFIID-dominated
YIR008C	PRI1	TFIID	TFIID-dominated
YMR233W	TRI1	TFIID	TFIID-dominated
YDL076C	RXT3	TFIID	TFIID-dominated
YGR077C	PEX8	TFIID	TFIID-dominated
YMR019W	STB4	TFIID	TFIID-dominated
YDR349C	YPS7	TFIID	no call
YLR407W	YLR407W	TFIID	TFIID-dominated
YGL157W	ARI1	CR	SAGA-dominated
YNL298W	CLA4	TFIID	TFIID-dominated
YLR082C	SRL2	TFIID	TFIID-dominated
YDR247W	VHS1	CR	SAGA-dominated
YPL074W	YTA6	TFIID	TFIID-dominated
YKL018W	SWD2	TFIID	TFIID-dominated
YPL008W	CHL1	TFIID	TFIID-dominated
YBL084C	CDC27	TFIID	no call
YHR046C	INM1	CR	TFIID-dominated
YDL101C	DUN1	TFIID	TFIID-dominated
YCL040W	GLK1	CR	SAGA-dominated
YPR019W	MCM4	TFIID	TFIID-dominated
YOL054W	PSH1	TFIID	TFIID-dominated
YMR112C	MED11	TFIID	TFIID-dominated
YER180C	ISC10	TFIID	TFIID-dominated
YNL048W	ALG11	TFIID	TFIID-dominated
YAL049C	AIM2	TFIID	TFIID-dominated
YNL299W	TRF5	CR	TFIID-dominated
YEL017W	GTT3	TFIID	TFIID-dominated
YLR057W	MNL2	TFIID	TFIID-dominated
YNL277W	MET2	CR	TFIID-dominated
YNL322C	KRE1	TFIID	TFIID-dominated
YPL138C	SPP1	TFIID	TFIID-dominated
YNL251C	NRD1	CR	TFIID-dominated
YMR257C	PET111	TFIID	TFIID-dominated
YIL043C	CBR1	TFIID	TFIID-dominated
YHR001W	OSH7	TFIID	TFIID-dominated
YOR054C	VHS3	TFIID	TFIID-dominated
YBR242W	YBR242W	TFIID	TFIID-dominated
YPL048W	CAM1	TFIID	TFIID-dominated
YPR063C	YPR063C	TFIID	TFIID-dominated
YIL005W	EPS1	TFIID	TFIID-dominated
YHR191C	CTF8	TFIID	TFIID-dominated
YLR386W	VAC14	TFIID	TFIID-dominated
YKR065C	PAM17	TFIID	TFIID-dominated
YJL046W	AIM22	TFIID	TFIID-dominated
YDR089W	YDR089W	CR	TFIID-dominated
YBR268W	MRPL37	TFIID	TFIID-dominated
YIL095W	PRK1	TFIID	TFIID-dominated
YIL150C	MCM10	TFIID	TFIID-dominated
YOR205C	GEP3	TFIID	TFIID-dominated
YML075C	HMG1	TFIID	TFIID-dominated
YPL089C	RLM1	TFIID	SAGA-dominated
YCR028C	FEN2	TFIID	TFIID-dominated
YMR275C	BUL1	TFIID	TFIID-dominated
YKL042W	SPC42	TFIID	no call
YPL161C	BEM4	TFIID	TFIID-dominated
YCR081W	SRB8	TFIID	TFIID-dominated
YBL093C	ROX3	TFIID	TFIID-dominated
YDR246W	TRS23	TFIID	TFIID-dominated
YPL246C	RBD2	TFIID	TFIID-dominated
YGL141W	HUL5	TFIID	TFIID-dominated
YLR018C	POM34	TFIID	TFIID-dominated
YMR179W	SPT21	TFIID	TFIID-dominated
YJL204C	RCY1	TFIID	TFIID-dominated
YLR020C	YEH2	TFIID	TFIID-dominated
YML064C	TEM1	TFIID	TFIID-dominated
YNL065W	AQR1	CR	SAGA-dominated
YBR133C	HSL7	TFIID	TFIID-dominated
YPL023C	MET12	TFIID	TFIID-dominated
YKR090W	PXL1	TFIID	TFIID-dominated
YMR157C	AIM36	TFIID	TFIID-dominated
YIR001C	SGN1	TFIID	TFIID-dominated
YHR187W	IKI1	TFIID	TFIID-dominated
YPL007C	TFC8	TFIID	TFIID-dominated
YDL012C	YDL012C	TFIID	TFIID-dominated
YMR011W	HXT2	CR	SAGA-dominated
YDL120W	YFH1	TFIID	TFIID-dominated
YML098W	TAF13	TFIID	TFIID-dominated
YGR092W	DBF2	TFIID	TFIID-dominated
YPR172W	YPR172W	TFIID	TFIID-dominated
YDR100W	TVP15	TFIID	no call
YNL023C	FAP1	TFIID	TFIID-dominated
YGL164C	YRB30	TFIID	TFIID-dominated
YOL080C	REX4	TFIID	TFIID-dominated
YDR140W	MTQ2	TFIID	TFIID-dominated
YDR004W	RAD57	TFIID	TFIID-dominated
YCR072C	RSA4	TFIID	TFIID-dominated
YER132C	PMD1	TFIID	TFIID-dominated
YOR253W	NAT5	TFIID	TFIID-dominated
YPR131C	NAT3	TFIID	TFIID-dominated
YML068W	ITT1	TFIID	TFIID-dominated
YNL152W	INN1	TFIID	TFIID-dominated
YDL146W	LDB17	TFIID	TFIID-dominated
YPL151C	PRP46	TFIID	TFIID-dominated
YJL003W	COX16	TFIID	TFIID-dominated
YNL126W	SPC98	TFIID	TFIID-dominated
YML124C	TUB3	TFIID	TFIID-dominated
YDR248C	YDR248C	TFIID	TFIID-dominated
YGL027C	CWH41	TFIID	TFIID-dominated
YNL262W	POL2	TFIID	TFIID-dominated
YNR030W	ALG12	TFIID	TFIID-dominated
YCR071C	IMG2	TFIID	TFIID-dominated
YML080W	DUS1	TFIID	TFIID-dominated
YML076C	WAR1	TFIID	TFIID-dominated
YBR265W	TSC10	TFIID	SAGA/TFIID
YCR036W	RBK1	TFIID	TFIID-dominated
YCR020C-A	MAK31	TFIID	TFIID-dominated
YPL183W-A	RTC6	TFIID	
YDR291W	HRQ1	TFIID	TFIID-dominated
YGL176C	YGL176C	TFIID	TFIID-dominated
YDR021W	FAL1	TFIID	TFIID-dominated
YLR036C	YLR036C	TFIID	TFIID-dominated
YGR278W	CWC22	TFIID	TFIID-dominated
YLR088W	GAA1	TFIID	TFIID-dominated
YNL141W	AAH1	TFIID	TFIID-dominated
YOR016C	ERP4	TFIID	TFIID-dominated
YBR233W-A	DAD3	TFIID	
YDR456W	NHX1	TFIID	TFIID-dominated
YFR016C	YFR016C	TFIID	TFIID-dominated
YDL209C	CWC2	TFIID	TFIID-dominated
YGL131C	SNT2	TFIID	TFIID-dominated
YGL159W	YGL159W	TFIID	TFIID-dominated
YDL102W	POL3	TFIID	TFIID-dominated
YLR451W	LEU3	TFIID	TFIID-dominated
YKL170W	MRPL38	TFIID	TFIID-dominated
YDR473C	PRP3	TFIID	TFIID-dominated
YCL014W	BUD3	TFIID	TFIID-dominated
YDR499W	LCD1	TFIID	TFIID-dominated
YER113C	TMN3	TFIID	TFIID-dominated
YMR144W	YMR144W	TFIID	TFIID-dominated
YMR282C	AEP2	TFIID	TFIID-dominated
YJR022W	LSM8	TFIID	TFIID-dominated
YKL025C	PAN3	TFIID	TFIID-dominated
YLR017W	MEU1	TFIID	TFIID-dominated
YKL174C	TPO5	TFIID	TFIID-dominated
YCL034W	LSB5	TFIID	TFIID-dominated
YNL211C	YNL211C	TFIID	TFIID-dominated
YIR009W	MSL1	TFIID	TFIID-dominated
YBR139W	YBR139W	CR	SAGA-dominated
YJL065C	DLS1	TFIID	TFIID-dominated
YPL253C	VIK1	TFIID	TFIID-dominated
YBR237W	PRP5	TFIID	no call
YCR024C	SLM5	TFIID	TFIID-dominated
YPL141C	FRK1	CR	TFIID-dominated
YGL100W	SEH1	TFIID	TFIID-dominated
YPL252C	YAH1	TFIID	TFIID-dominated
YLR132C	USB1	TFIID	TFIID-dominated
YNL173C	MDG1	CR	TFIID-dominated
YPL049C	DIG1	CR	TFIID-dominated
YIL106W	MOB1	TFIID	TFIID-dominated
YLL004W	ORC3	TFIID	TFIID-dominated
YPR082C	DIB1	TFIID	TFIID-dominated
YDR480W	DIG2	TFIID	TFIID-dominated
YDR240C	SNU56	TFIID	TFIID-dominated
YLR116W	MSL5	TFIID	TFIID-dominated
YHR163W	SOL3	TFIID	TFIID-dominated
YJL146W	IDS2	TFIID	TFIID-dominated
YKL150W	MCR1	CR	SAGA-dominated
YDR019C	GCV1	CR	SAGA-dominated
YBR275C	RIF1	TFIID	TFIID-dominated
YKL048C	ELM1	TFIID	TFIID-dominated
YMR168C	CEP3	TFIID	TFIID-dominated
YGR260W	TNA1	TFIID	SAGA/TFIID
YNL168C	FMP41	TFIID	TFIID-dominated
YLR126C	YLR126C	TFIID	TFIID-dominated
YPL224C	MMT2	TFIID	TFIID-dominated
YPR186C	PZF1	TFIID	TFIID-dominated
YEL058W	PCM1	TFIID	TFIID-dominated
YDR347W	MRP1	TFIID	TFIID-dominated
YMR190C	SGS1	TFIID	TFIID-dominated
YKL034W	TUL1	TFIID	TFIID-dominated
YDL013W	SLX5	TFIID	TFIID-dominated
YDR180W	SCC2	TFIID	TFIID-dominated
YPR094W	RDS3	TFIID	TFIID-dominated
YPL213W	LEA1	TFIID	TFIID-dominated
YGR097W	ASK10	TFIID	no call
YDR080W	VPS41	TFIID	TFIID-dominated
YKL072W	STB6	TFIID	TFIID-dominated
YER171W	RAD3	TFIID	TFIID-dominated
YGL010W	MPO1	TFIID	TFIID-dominated
YLL015W	BPT1	TFIID	TFIID-dominated
YIR037W	HYR1	TFIID	TFIID-dominated
YPL173W	MRPL40	TFIID	TFIID-dominated
YPL198W	RPL7B	CR	TFIID-dominated
YPL002C	SNF8	TFIID	TFIID-dominated
YPR179C	HDA3	TFIID	TFIID-dominated
YLR199C	PBA1	TFIID	TFIID-dominated
YOL149W	DCP1	TFIID	TFIID-dominated
YDR534C	FIT1	CR	no call
YHR117W	TOM71	TFIID	TFIID-dominated
YMR148W	OSW5	TFIID	TFIID-dominated
YOL089C	HAL9	TFIID	TFIID-dominated
YGL060W	YBP2	TFIID	TFIID-dominated
YGR122W	YGR122W	TFIID	TFIID-dominated
YLR350W	ORM2	TFIID	TFIID-dominated
YCR095W-A	YCR095W-A	TFIID	
YGL257C	MNT2	TFIID	TFIID-dominated
YHR167W	THP2	TFIID	TFIID-dominated
YPL100W	ATG21	TFIID	TFIID-dominated
YML025C	YML6	TFIID	TFIID-dominated
YOR090C	PTC5	TFIID	TFIID-dominated
YKL201C	MNN4	TFIID	SAGA-dominated
YNL245C	CWC25	TFIID	TFIID-dominated
YGL186C	TPN1	TFIID	TFIID-dominated
YER116C	SLX8	TFIID	TFIID-dominated
YKR060W	UTP30	CR	TFIID-dominated
YBR007C	DSF2	CR	TFIID-dominated
YNL164C	IBD2	TFIID	TFIID-dominated
YBR246W	RRT2	TFIID	TFIID-dominated
YPR116W	RRG8	TFIID	TFIID-dominated
YHR149C	SKG6	TFIID	TFIID-dominated
YHR172W	SPC97	TFIID	TFIID-dominated
YGR006W	PRP18	TFIID	TFIID-dominated
YJL074C	SMC3	TFIID	TFIID-dominated
YER143W	DDI1	TFIID	TFIID-dominated
YML082W	YML082W	TFIID	TFIID-dominated
YHR045W	YHR045W	TFIID	TFIID-dominated
YLR191W	PEX13	TFIID	TFIID-dominated
YPR162C	ORC4	TFIID	TFIID-dominated
YPL168W	YPL168W	TFIID	TFIID-dominated
YOL063C	CRT10	TFIID	TFIID-dominated
YGL242C	YGL242C	TFIID	TFIID-dominated
YOL022C	TSR4	TFIID	TFIID-dominated
YMR159C	ATG16	TFIID	TFIID-dominated
YMR281W	GPI12	TFIID	TFIID-dominated
YNL246W	VPS75	TFIID	TFIID-dominated
YKR027W	BCH2	TFIID	TFIID-dominated
YJR147W	HMS2	CR	TFIID-dominated
YMR287C	DSS1	TFIID	TFIID-dominated
YGR042W	YGR042W	CR	TFIID-dominated
YOR367W	SCP1	TFIID	TFIID-dominated
YHR058C	MED6	TFIID	TFIID-dominated
YBR066C	NRG2	CR	TFIID-dominated
YDR128W	MTC5	TFIID	no call
YJL191W	RPS14B	CR	TFIID-dominated
YDL130W-A	STF1	TFIID	
YBR276C	PPS1	TFIID	TFIID-dominated
YDR228C	PCF11	TFIID	TFIID-dominated
YOL115W	PAP2	TFIID	TFIID-dominated
YML057W	CMP2	TFIID	TFIID-dominated
YNR044W	AGA1	CR	SAGA-dominated
YDR330W	UBX5	TFIID	SAGA-dominated
YOL113W	SKM1	TFIID	TFIID-dominated
YPL051W	ARL3	TFIID	TFIID-dominated
YPL249C	GYP5	TFIID	TFIID-dominated
YLL041C	SDH2	CR	TFIID-dominated
YLR089C	ALT1	TFIID	TFIID-dominated
YDR383C	NKP1	TFIID	TFIID-dominated
YHR175W	CTR2	CR	TFIID-dominated
YML035C	AMD1	TFIID	TFIID-dominated
YMR265C	YMR265C	CR	TFIID-dominated
YGR028W	MSP1	TFIID	TFIID-dominated
YMR059W	SEN15	TFIID	TFIID-dominated
YMR130W	YMR130W	TFIID	TFIID-dominated
YJR024C	MDE1	TFIID	TFIID-dominated
YDL141W	BPL1	TFIID	TFIID-dominated
YLR145W	RMP1	TFIID	TFIID-dominated
YOR176W	HEM15	TFIID	TFIID-dominated
YBR043C	QDR3	TFIID	TFIID-dominated
YML067C	ERV41	TFIID	TFIID-dominated
YIL161W	YIL161W	TFIID	TFIID-dominated
YGR127W	YGR127W	TFIID	TFIID-dominated
YJR057W	CDC8	TFIID	TFIID-dominated
YDR147W	EKI1	TFIID	TFIID-dominated
YPL150W	YPL150W	TFIID	TFIID-dominated
YKR038C	KAE1	TFIID	TFIID-dominated
YBR003W	COQ1	TFIID	TFIID-dominated
YNR032W	PPG1	TFIID	TFIID-dominated
YIL119C	RPI1	CR	SAGA/TFIID
YJL133W	MRS3	TFIID	TFIID-dominated
YGR071C	ENV11	TFIID	TFIID-dominated
YMR066W	SOV1	TFIID	TFIID-dominated
YBL009W	ALK2	TFIID	TFIID-dominated
YOR193W	PEX27	TFIID	TFIID-dominated
YFL041W	FET5	TFIID	TFIID-dominated
YOR274W	MOD5	TFIID	TFIID-dominated
YJL048C	UBX6	CR	TFIID-dominated
YDR410C	STE14	TFIID	TFIID-dominated
YDR097C	MSH6	TFIID	TFIID-dominated
YFL001W	DEG1	TFIID	TFIID-dominated
YML023C	NSE5	TFIID	TFIID-dominated
YDL103C	QRI1	TFIID	TFIID-dominated
YOR233W	KIN4	TFIID	TFIID-dominated
YJL131C	AIM23	TFIID	TFIID-dominated
YPL199C	YPL199C	TFIID	TFIID-dominated
YDL001W	RMD1	TFIID	TFIID-dominated
YHR134W	WSS1	TFIID	TFIID-dominated
YAL051W	OAF1	TFIID	TFIID-dominated
YAL011W	SWC3	TFIID	TFIID-dominated
YMR208W	ERG12	TFIID	TFIID-dominated
YNL068C	FKH2	TFIID	TFIID-dominated
YDR148C	KGD2	TFIID	SAGA-dominated
YKL105C	SEG2	TFIID	TFIID-dominated
YFR019W	FAB1	TFIID	TFIID-dominated
YCR063W	BUD31	TFIID	TFIID-dominated
YLR351C	NIT3	TFIID	TFIID-dominated
YBL031W	SHE1	TFIID	TFIID-dominated
YCL063W	VAC17	TFIID	TFIID-dominated
YLL018C-A	COX19	TFIID	
YBR263W	SHM1	TFIID	TFIID-dominated
YDL157C	YDL157C	TFIID	TFIID-dominated
YOR265W	RBL2	TFIID	TFIID-dominated
YLR397C	AFG2	TFIID	TFIID-dominated
YLR046C	YLR046C	TFIID	TFIID-dominated
YER140W	EMP65	TFIID	TFIID-dominated
YEL047C	FRD1	TFIID	TFIID-dominated
YPL156C	PRM4	CR	SAGA-dominated
YKR051W	YKR051W	TFIID	TFIID-dominated
YML061C	PIF1	TFIID	TFIID-dominated
YOL124C	TRM11	TFIID	TFIID-dominated
YMR276W	DSK2	TFIID	TFIID-dominated
YOR154W	SLP1	TFIID	TFIID-dominated
YGR032W	GSC2	TFIID	SAGA-dominated
YKL073W	LHS1	TFIID	TFIID-dominated
YPL255W	BBP1	TFIID	TFIID-dominated
YBR225W	YBR225W	TFIID	TFIID-dominated
YKR013W	PRY2	CR	SAGA-dominated
YFL028C	CAF16	TFIID	TFIID-dominated
YMR211W	DML1	TFIID	TFIID-dominated
YNL008C	ASI3	CR	TFIID-dominated
YER099C	PRS2	TFIID	TFIID-dominated
YFL034W	YFL034W	TFIID	TFIID-dominated
YJL090C	DPB11	TFIID	TFIID-dominated
YLR144C	ACF2	TFIID	TFIID-dominated
YIL001W	YIL001W	TFIID	TFIID-dominated
YHR115C	DMA1	TFIID	TFIID-dominated
YDR384C	ATO3	TFIID	SAGA/TFIID
YPL095C	EEB1	CR	TFIID-dominated
YJR053W	BFA1	TFIID	TFIID-dominated
YNL290W	RFC3	TFIID	TFIID-dominated
YLR363W-A	YLR363W-A	TFIID	
YBR273C	UBX7	TFIID	TFIID-dominated
YCL058W-A	ADF1	TFIID	
YPL193W	RSA1	TFIID	TFIID-dominated
YMR310C	YMR310C	TFIID	TFIID-dominated
YGR140W	CBF2	TFIID	TFIID-dominated
YBL063W	KIP1	TFIID	TFIID-dominated
YOR093C	YOR093C	TFIID	TFIID-dominated
YCL025C	AGP1	CR	SAGA-dominated
YMR097C	MTG1	TFIID	TFIID-dominated
YMR299C	DYN3	TFIID	TFIID-dominated
YDR512C	EMI1	TFIID	TFIID-dominated
YOR221C	MCT1	TFIID	TFIID-dominated
YMR202W	ERG2	TFIID	TFIID-dominated
YKR087C	OMA1	TFIID	TFIID-dominated
YDR073W	SNF11	CR	TFIID-dominated
YOR138C	RUP1	TFIID	TFIID-dominated
YGR149W	YGR149W	TFIID	SAGA-dominated
YLR433C	CNA1	TFIID	TFIID-dominated
YJR006W	POL31	TFIID	TFIID-dominated
YDR139C	RUB1	TFIID	TFIID-dominated
YHR207C	SET5	TFIID	TFIID-dominated
YMR241W	YHM2	TFIID	TFIID-dominated
YBR111W-A	SUS1	TFIID	
YDR113C	PDS1	TFIID	TFIID-dominated
YFR014C	CMK1	TFIID	TFIID-dominated
YDR243C	PRP28	TFIID	TFIID-dominated
YOR144C	ELG1	TFIID	TFIID-dominated
YNR007C	ATG3	TFIID	TFIID-dominated
YKR055W	RHO4	TFIID	TFIID-dominated
YJL151C	SNA3	CR	SAGA-dominated
YKL127W	PGM1	TFIID	SAGA/TFIID
YNL282W	POP3	TFIID	TFIID-dominated
YDR092W	UBC13	TFIID	SAGA/TFIID
YDL018C	ERP3	TFIID	TFIID-dominated
YBL035C	POL12	TFIID	TFIID-dominated
YIL046W	MET30	TFIID	no call
YGL023C	PIB2	TFIID	TFIID-dominated
YLR285C-A	YLR285C-A	CR	
YBL020W	RFT1	TFIID	TFIID-dominated
YPL029W	SUV3	TFIID	TFIID-dominated
YLR238W	FAR10	TFIID	TFIID-dominated
YLR262C	YPT6	TFIID	TFIID-dominated
YBR131W	CCZ1	TFIID	TFIID-dominated
YDR279W	RNH202	TFIID	TFIID-dominated
YDR478W	SNM1	TFIID	TFIID-dominated
YKL038W	RGT1	TFIID	TFIID-dominated
YBR123C	TFC1	TFIID	TFIID-dominated
YPL055C	LGE1	TFIID	TFIID-dominated
YGR199W	PMT6	TFIID	TFIID-dominated
YHR070W	TRM5	TFIID	TFIID-dominated
YKR021W	ALY1	TFIID	TFIID-dominated
YOR336W	KRE5	TFIID	TFIID-dominated
YOL082W	ATG19	TFIID	TFIID-dominated
YNL181W	YNL181W	TFIID	TFIID-dominated
YDR295C	HDA2	TFIID	TFIID-dominated
YML006C	GIS4	TFIID	TFIID-dominated
YLR067C	PET309	TFIID	TFIID-dominated
YPR185W	ATG13	TFIID	TFIID-dominated
YDR013W	PSF1	TFIID	TFIID-dominated
YLR360W	VPS38	TFIID	TFIID-dominated
YEL048C	TCA17	TFIID	TFIID-dominated
YJR040W	GEF1	TFIID	TFIID-dominated
YMR236W	TAF9	TFIID	TFIID-dominated
YKL165C	MCD4	TFIID	TFIID-dominated
YNR032C-A	HUB1	TFIID	
YDR163W	CWC15	TFIID	TFIID-dominated
YJL073W	JEM1	TFIID	TFIID-dominated
YNL323W	LEM3	TFIID	TFIID-dominated
YJR085C	YJR085C	TFIID	TFIID-dominated
YJR051W	OSM1	TFIID	TFIID-dominated
YBR125C	PTC4	TFIID	TFIID-dominated
YNL222W	SSU72	TFIID	TFIID-dominated
YGL130W	CEG1	TFIID	TFIID-dominated
YNL280C	ERG24	TFIID	TFIID-dominated
YDL044C	MTF2	TFIID	TFIID-dominated
YMR221C	YMR221C	TFIID	TFIID-dominated
YHR001W-A	QCR10	TFIID	TFIID-dominated
YMR181C	YMR181C	CR	SAGA-dominated
YGR217W	CCH1	TFIID	TFIID-dominated
YJL112W	MDV1	TFIID	TFIID-dominated
YMR240C	CUS1	TFIID	TFIID-dominated
YNL317W	PFS2	TFIID	TFIID-dominated
YOR377W	ATF1	TFIID	TFIID-dominated
YDR284C	DPP1	TFIID	TFIID-dominated
YNL329C	PEX6	TFIID	TFIID-dominated
YLR425W	TUS1	TFIID	TFIID-dominated
YNL315C	ATP11	TFIID	TFIID-dominated
YGL001C	ERG26	TFIID	TFIID-dominated
YHR113W	APE4	TFIID	TFIID-dominated
YPR085C	ASA1	TFIID	TFIID-dominated
YBR119W	MUD1	TFIID	TFIID-dominated
YBR053C	YBR053C	TFIID	TFIID-dominated
YMR268C	PRP24	TFIID	TFIID-dominated
YER149C	PEA2	TFIID	TFIID-dominated
YDR357C	CNL1	TFIID	TFIID-dominated
YMR178W	YMR178W	TFIID	TFIID-dominated
YDR493W	MZM1	TFIID	TFIID-dominated
YOR057W	SGT1	TFIID	TFIID-dominated
YER051W	JHD1	TFIID	TFIID-dominated
YBR243C	ALG7	CR	TFIID-dominated
YDR108W	TRS85	TFIID	TFIID-dominated
YMR052W	FAR3	TFIID	TFIID-dominated
YNL253W	TEX1	TFIID	TFIID-dominated
YKL191W	DPH2	TFIID	TFIID-dominated
YOL002C	IZH2	CR	TFIID-dominated
YML013W	UBX2	TFIID	TFIID-dominated
YBR004C	GPI18	TFIID	SAGA-dominated
YBL054W	TOD6	TFIID	TFIID-dominated
YDR439W	LRS4	TFIID	TFIID-dominated
YGL093W	SPC105	TFIID	TFIID-dominated
YBR295W	PCA1	TFIID	TFIID-dominated
